id,lang,title,arabicText,transliteration,translation,category,reference,source,count,isFeatured
zikr_14,es,Dua de Istikhara,اللَّهُمَّ إِنِّي أَسْتَخِيرُكَ بِعِلْمِكَ وَأَسْتَقْدِرُكَ بِقُدْرَتِكَ,Allahumma inni astakhiruka bi-ilmika wa astaqdiruka bi-qudratika,"Oh Allah, Te pido que me des lo mejor, con Tu conocimiento, y me des capacidad con Tu poder.",zikr,Al-Bukhari 6382,Hisnul Muslim,1,false
zikr_14,en,,,,,,,,,false
zikr_14,ar,اللَّهُمَّ إِنِّي أَسْتَخِيرُكَ بِعِلْمِكَ وَأَسْتَقْدِرُكَ بِقُدْرَتِكَ,اللَّهُمَّ إِنِّي أَسْتَخِيرُكَ بِعِلْمِكَ وَأَسْتَقْدِرُكَ بِقُدْرَتِكَ,,,zikr,Al-Bukhari 6382,Hisnul Muslim,1,false
stress_9,es,Rabana wa la takna,رَبَّنَا وَلَا تُحَمِّلْنَا مَا لَا طَاقَةَ لَنَا بِهِ,Rabbana wa la tuhammilna ma la taqata lana bihi,"Señor nuestro, no nos impongas una carga que no podamos soportar.",stress,Al-Bakarah 2:286,Hisnul Muslim,1,false
stress_9,en,,,,,,,,,false
stress_9,ar,رَبَّنَا وَلَا تُحَمِّلْنَا مَا لَا طَاقَةَ لَنَا بِهِ,رَبَّنَا وَلَا تُحَمِّلْنَا مَا لَا طَاقَةَ لَنَا بِهِ,,,stress,Al-Bakarah 2:286,Hisnul Muslim,1,false
zikr_15,es,Dua del estudiante,اللَّهُمَّ نَوِّرْ قُلُوبَنَا بِنُورِ الْعِلْمِ,Allahumma nawwir qulubuna bi-nuri l-ilm,"Oh Allah, ilumina nuestros corazones con la luz del conocimiento.",zikr,Al-Bukhari 5766,Hisnul Muslim,1,false
zikr_15,en,,,,,,,,,false
zikr_15,ar,اللَّهُمَّ نَوِّرْ قُلُوبَنَا بِنُورِ الْعِلْمِ,اللَّهُمَّ نَوِّرْ قُلُوبَنَا بِنُورِ الْعِلْمِ,,,zikr,Al-Bukhari 5766,Hisnul Muslim,1,false
rain_5,es,Dua para la lluvia,اللَّهُمَّ أَنْبِتْ لَنَا الْأَرْضَ,Allahumma ambit lana l-ard,"Oh Allah, haz que la tierra germine para nosotros.",rain,Al-Bukhari 1773,Hisnul Muslim,1,false
rain_5,en,,,,,,,,,false
rain_5,ar,اللَّهُمَّ أَنْبِتْ لَنَا الْأَرْضَ,اللَّهُمَّ أَنْبِتْ لَنَا الْأَرْضَ,,,rain,Al-Bukhari 1773,Hisnul Muslim,1,false
gratitude_7,es,Dua del comerciante,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي,Allahumma barik li fi rizqi,"Oh Allah, bendice mi sustento.",gratitude,At-Tirmidhi 3588,Hisnul Muslim,1,false
gratitude_7,en,,,,,,,,,false
gratitude_7,ar,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي,اللَّهُمَّ بَارِكْ لِي فِي رِزْقِي,,,gratitude,At-Tirmidhi 3588,Hisnul Muslim,1,false
zikr_16,es,Dua para la paz,اللَّهُمَّ أَصْلِحْ لِي دِينِي الَّذِي هُوَ عِصْمَةُ أَمْرِي,Allahumma aslih li dini alladhi huwa ismatu amri,"Oh Allah, sana mi religión, que es la garantía de mis asuntos.",zikr,Al-Bukhari 2420,Hisnul Muslim,1,false
zikr_16,en,,,,,,,,,false
zikr_16,ar,اللَّهُمَّ أَصْلِحْ لِي دِينِي الَّذِي هُوَ عِصْمَةُ أَمْرِي,اللَّهُمَّ أَصْلِحْ لِي دِينِي الَّذِي هُوَ عِصْمَةُ أَمْرِي,,,zikr,Al-Bukhari 2420,Hisnul Muslim,1,false
zikr_17,es,Dua para la guía,اللَّهُمَّ اهْدِنِي سَدَادًا,Allahumma hdini sadaan,"Oh Allah, guíame hacia la rectitud.",zikr,Abu Dawud 1539,Hisnul Muslim,1,false
zikr_17,en,,,,,,,,,false
zikr_17,ar,اللَّهُمَّ اهْدِنِي سَدَادًا,اللَّهُمَّ اهْدِنِي سَدَادًا,,,zikr,Abu Dawud 1539,Hisnul Muslim,1,false
stress_10,es,Dua para la paciencia,اللَّهُمَّ اجْعَلْنِي صَابِرًا,Allahumma j'alni shabiran,"Oh Allah, hazme paciente.",stress,Al-Bukhari 5819,Hisnul Muslim,1,false
stress_10,en,,,,,,,,,false
stress_10,ar,اللَّهُمَّ اجْعَلْنِي صَابِرًا,اللَّهُمَّ اجْعَلْنِي صَابِرًا,,,stress,Al-Bukhari 5819,Hisnul Muslim,1,false
morning_10,es,Dua de la mañana perfecto,أَصْبَحْنَا عَلَى فِطْرَةِ الْإِسْلَامِ,Asbahna ala fitratil Islam,Hemos amanecido en la naturaleza del Islam.,morning,Al-Bukhari 2809,Hisnul Muslim,1,false
morning_10,en,,,,,,,,,false
morning_10,ar,أَصْبَحْنَا عَلَى فِطْرَةِ الْإِسْلَامِ,أَصْبَحْنَا عَلَى فِطْرَةِ الْإِسْلَامِ,,,morning,Al-Bukhari 2809,Hisnul Muslim,1,false
night_6,es,Dua del atardecer,أَمْسَيْنَا عَلَى فِطْرَةِ الْإِسْلَامِ,Amsayna ala fitratil Islam,Hemos anochecido en la naturaleza del Islam.,night,Al-Bukhari 2809,Hisnul Muslim,1,false
night_6,en,,,,,,,,,false
night_6,ar,أَمْسَيْنَا عَلَى فِطْرَةِ الْإِسْلَامِ,أَمْسَيْنَا عَلَى فِطْرَةِ الْإِسْلَامِ,,,night,Al-Bukhari 2809,Hisnul Muslim,1,false
gratitude_8,es,Dua de gratitud diaria,الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ فِي كُلِّ يَوْمٍ,Alhamdu lillahi rabbi l-alamin fi kulli yawm,"Alabado sea Allah, Señor de los mundos, todos los días.",gratitude,Al-Fatiha 1:2,Hisnul Muslim,1,false
gratitude_8,en,,,,,,,,,false
gratitude_8,ar,الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ فِي كُلِّ يَوْمٍ,الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ فِي كُلِّ يَوْمٍ,,,gratitude,Al-Fatiha 1:2,Hisnul Muslim,1,false
zikr_18,es,Dua para la memoria,اللَّهُمَّ لَا تُنْسِنِي مَا عَلَّمْتَنِي,Allahumma la tunsini ma allamttani,"Oh Allah, no me hagas olvidar lo que me has enseñado.",zikr,Ibn As-Sunni 245,Hisnul Muslim,1,false
zikr_18,en,,,,,,,,,false
zikr_18,ar,اللَّهُمَّ لَا تُنْسِنِي مَا عَلَّمْتَنِي,اللَّهُمَّ لَا تُنْسِنِي مَا عَلَّمْتَنِي,,,zikr,Ibn As-Sunni 245,Hisnul Muslim,1,false
travel_7,es,Dua del viajero corto,اللَّهُمَّ هَوِّنْ عَلَيْنَا السَّفَرَ,Allahumma hawwin alayna as-safar,"Oh Allah, haznos fácil el viaje.",travel,Abu Dawud 2600,Hisnul Muslim,1,false
travel_7,en,,,,,,,,,false
travel_7,ar,اللَّهُمَّ هَوِّنْ عَلَيْنَا السَّفَرَ,اللَّهُمَّ هَوِّنْ عَلَيْنَا السَّفَرَ,,,travel,Abu Dawud 2600,Hisnul Muslim,1,false
protection_7,es,Dua para la protección del mal,أَعُوذُ بِكَلِمَاتِ اللَّهِ التَّامَّاتِ,A'udhu bi kalimati llahi t-tammat,Busco refugio en las palabras completas de Allah.,protection,Muslim 2709,Hisnul Muslim,1,false
protection_7,en,,,,,,,,,false
protection_7,ar,أَعُوذُ بِكَلِمَاتِ اللَّهِ التَّامَّاتِ,أَعُوذُ بِكَلِمَاتِ اللَّهِ التَّامَّاتِ,,,protection,Muslim 2709,Hisnul Muslim,1,false
stress_11,es,Dua para el miedo,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ وَجَدٍ,Allahumma inni a'udhu ka min wajd,"Oh Allah, busco Tu protección del miedo.",stress,Al-Bukhari 6377,Hisnul Muslim,1,false
stress_11,en,,,,,,,,,false
stress_11,ar,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ وَجَدٍ,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ وَجَدٍ,,,stress,Al-Bukhari 6377,Hisnul Muslim,1,false
food_8,es,Dua para el hambre,اللَّهُمَّ بَارِكْ لَنَا فِي طَعَامِنَا,Allahumma bariklana fi ta'amin,"Oh Allah, bendice nuestra comida.",food,At-Tirmidhi 1801,Hisnul Muslim,1,false
food_8,en,,,,,,,,,false
food_8,ar,اللَّهُمَّ بَارِكْ لَنَا فِي طَعَامِنَا,اللَّهُمَّ بَارِكْ لَنَا فِي طَعَامِنَا,,,food,At-Tirmidhi 1801,Hisnul Muslim,1,false
food_9,es,Dua para la sed,اللَّهُمَّ بَارِكْ لَنَا فِي شَرَابِنَا,Allahumma bariklana fi sharabin,"Oh Allah, bendice nuestra bebida.",food,At-Tirmidhi 1802,Hisnul Muslim,1,false
food_9,en,,,,,,,,,false
food_9,ar,اللَّهُمَّ بَارِكْ لَنَا فِي شَرَابِنَا,اللَّهُمَّ بَارِكْ لَنَا فِي شَرَابِنَا,,,food,At-Tirmidhi 1802,Hisnul Muslim,1,false
